uid,study,longitude_study,latitude_study,pack_id,denning_date,denning_doy,denned,fall_tmax,summer_tmax_prev1,winter_tmax,fall_prcp,summer_prcp_prev1,winter_swe,tiNDVI_prev1,annual_pdo,annual_ao,sos_prev1,los_prev1,latitude_individual
143,"Denali National Park, Alaska, USA",-150.4863814,63.6352304,66,2010-05-11,131,1,3,20,-11,60,157,36,14.54419327,-0.6125,-0.330333333,125.1191406,22.16851425,63.871767
144,"Lake Clark National Park, Alaska, USA",-154.5812048,60.49528592,67,2009-05-01,121,1,2,16,-3,263,164,216,11.28314161,-1.2925,0.176833333,151.5084229,16.70261765,60.19957
145,"Lake Clark National Park, Alaska, USA",-154.5812048,60.49528592,67,2010-05-04,124,1,7,17,-1,371,180,12,12.96138573,-0.6125,-0.330333333,134.8952637,19.27530098,59.82089
146,"Lake Clark National Park, Alaska, USA",-154.5812048,60.49528592,67,2011-04-29,119,1,7,15,-1,168,247,12,11.55019188,-0.3125,-1.04275,141.453125,18.82560921,60.02730658
147,"Lake Clark National Park, Alaska, USA",-154.5812048,60.49528592,68,2010-05-12,132,1,4,16,-6,244,175,52,15.3162384,-0.6125,-0.330333333,133.22229,20.85702896,60.39916716
148,"Lake Clark National Park, Alaska, USA",-154.5812048,60.49528592,68,2012-05-07,128,1,6,15,-8,201,251,24,13.87071466,-1.230833333,0.525666667,145.5036621,19.50623226,60.38573537
149,"Lake Clark National Park, Alaska, USA",-154.5812048,60.49528592,69,2009-05-23,143,1,0,16,-4,228,157,248,11.44755077,-1.2925,0.176833333,149.2255859,16.64244175,60.272624
150,"Lake Clark National Park, Alaska, USA",-154.5812048,60.49528592,69,2012-05-14,135,1,5,15,-7,228,262,52,12.15181923,-1.230833333,0.525666667,148.5705566,18.20320034,60.554599
151,"Lake Clark National Park, Alaska, USA",-154.5812048,60.49528592,70,2009-04-21,111,1,0,17,-6,251,180,404,10.5508213,-1.2925,0.176833333,152.1621094,15.52853394,60.945
152,"Lake Clark National Park, Alaska, USA",-154.5812048,60.49528592,70,2010-04-19,109,1,4,18,-5,442,379,104,13.90533829,-0.6125,-0.330333333,128.7199707,20.32907963,60.944987
153,"Lake Clark National Park, Alaska, USA",-154.5812048,60.49528592,71,2013-05-16,136,1,0,14,-2,246,318,112,12.75289345,-1.1,-0.1815,150.0322266,17.38361931,60.94496596
154,"Lake Clark National Park, Alaska, USA",-154.5812048,60.49528592,72,2011-04-16,106,1,4,15,-4,249,380,244,12.07784653,-0.3125,-1.04275,139.857666,18.87607002,60.9533
155,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,73,2003-05-16,136,1,2,19,-10,88,431,148,12.80946255,0.220833333,0.071583333,138.321167,17.96438599,64.50105
156,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,74,2003-04-25,115,1,1,16,-9,108,385,108,12.62349558,0.220833333,0.071583333,137.381897,18.29446125,64.91864967
157,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,74,2004-05-08,129,1,0,18,-14,117,316,120,14.00085258,0.969166667,0.152083333,139.2384033,20.27372169,64.91733296
158,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,74,2005-05-08,128,1,-2,21,-9,118,113,136,11.62444162,0.345,-0.192333333,138.0183105,16.43247414,64.91765695
159,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,74,2006-05-13,133,1,-1,18,-15,191,147,48,11.55225372,0.375,-0.37525,130.1937256,16.79863358,65.06560563
160,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,74,2007-05-15,135,1,1,16,-16,83,282,56,12.60400772,0.190833333,0.13775,141.6313477,19.35452461,64.90383652
161,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,74,2008-05-20,141,1,-3,19,-15,79,281,116,12.47022867,-0.195833333,0.26875,136.3723145,18.28260136,64.90360945
162,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,74,2009-05-12,132,1,-7,15,-16,137,312,88,10.52634144,-1.2925,0.176833333,145.644043,15.46252537,64.90374242
163,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,74,2011-05-08,128,1,-1,17,-13,84,386,92,13.07290459,-0.3125,-1.04275,135.6660156,19.03468704,64.790171
164,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,74,2012-05-10,131,1,0,16,-14,63,436,76,11.50670052,-1.230833333,0.525666667,142.6801758,17.44288445,64.789998
165,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,75,2006-05-07,127,1,0,22,-15,115,117,40,10.4684968,0.375,-0.37525,126.0988159,17.71956158,65.3896
166,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,76,2007-05-19,139,1,1,16,-16,97,321,64,10.8899231,0.190833333,0.13775,146.2922363,17.90589333,64.70788768
167,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,76,2008-05-10,131,1,-2,20,-14,74,359,112,11.75073957,-0.195833333,0.26875,139.7476807,17.66404247,64.708324
168,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,76,2009-04-19,109,1,-6,16,-16,132,325,96,10.26436615,-1.2925,0.176833333,148.7967529,15.09736538,64.770447
169,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,76,2010-05-18,138,1,0,18,-10,108,263,80,11.64874077,-0.6125,-0.330333333,143.057373,16.84702492,64.50857128
170,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,77,2003-05-22,142,1,2,15,-10,112,391,100,12.24902487,0.220833333,0.071583333,137.6193542,17.82561111,65.168556
171,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,77,2004-05-18,139,1,0,17,-15,127,387,116,14.04196835,0.969166667,0.152083333,139.0217285,20.32271004,65.0890225
172,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,77,2005-05-13,133,1,-1,20,-8,127,115,160,11.79927921,0.345,-0.192333333,140.508667,15.80195618,65.159198
173,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,78,2006-05-14,134,1,0,17,-15,234,212,44,10.92730808,0.375,-0.37525,140.5453491,16.00921726,64.855194
174,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,78,2007-05-15,135,1,2,15,-15,103,297,36,11.46338272,0.190833333,0.13775,141.8818359,17.97293663,64.85502119
175,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,79,2008-05-07,128,1,-2,22,-15,51,179,68,13.00993347,-0.195833333,0.26875,120.4899902,20.83365822,65.17919
176,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,80,2007-05-18,138,1,1,19,-17,60,202,36,13.17556858,0.190833333,0.13775,136.7189941,20.2838974,65.309464
177,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,80,2009-05-03,123,1,-6,18,-15,87,228,44,11.60606384,-1.2925,0.176833333,126.0889893,17.87419701,65.20892485
178,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,81,2003-05-03,123,1,3,19,-10,91,225,48,12.98385811,0.220833333,0.071583333,130.6199036,19.98336506,65.1906
179,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,82,2006-05-07,127,1,-1,20,-15,138,143,44,11.40948915,0.375,-0.37525,126.2811279,17.33269691,65.2476
180,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,83,2003-05-18,138,1,2,17,-13,100,217,140,10.1412859,0.220833333,0.071583333,139.7901001,17.31549835,65.56093025
181,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,84,2008-05-09,130,1,-2,18,-14,69,278,108,11.54430246,-0.195833333,0.26875,136.0350342,17.34026814,64.8914
182,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,84,2009-05-25,145,1,-6,15,-15,116,287,76,10.5269165,-1.2925,0.176833333,144.1586914,15.70259285,64.81569111
183,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,84,2010-05-06,126,1,-1,16,-10,88,262,72,11.62105274,-0.6125,-0.330333333,142.2145996,16.54464436,64.81523886
184,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,84,2011-04-28,118,1,-1,14,-11,101,258,80,12.14009094,-0.3125,-1.04275,137.4685059,18.50569344,64.81584751
185,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,84,2012-05-06,127,1,-1,14,-14,103,373,72,10.80175686,-1.230833333,0.525666667,143.5026855,16.60281277,64.81566114
186,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,84,2013-05-09,129,1,-7,14,-10,104,284,164,10.51596069,-1.1,-0.1815,155.0854492,15.2226305,64.81737
187,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,85,2010-04-29,119,1,0,21,-11,58,162,56,13.41457891,-0.6125,-0.330333333,126.9822998,20.95913792,65.31604151
188,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,85,2011-05-02,122,1,0,20,-12,57,211,52,14.07702351,-0.3125,-1.04275,120.7338867,21.13910103,65.231934
189,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,85,2012-05-09,130,1,0,18,-14,47,310,56,12.33861017,-1.230833333,0.525666667,132.7590332,18.68783379,65.21667696
190,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,85,2013-04-03,93,1,-4,20,-12,59,155,96,12.07274914,-1.1,-0.1815,136.1289063,18.22393799,65.290074
191,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,86,2010-05-16,136,1,1,20,-10,61,181,64,12.11983109,-0.6125,-0.330333333,132.0100098,20.68526363,65.2947434
192,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,86,2011-05-03,123,1,0,20,-12,58,143,60,12.97602177,-0.3125,-1.04275,122.434082,21.94273472,65.29111154
193,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,86,2013-05-06,126,1,-4,20,-12,54,144,92,12.10715294,-1.1,-0.1815,140.46875,18.84312248,65.29471
194,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,87,2013-05-05,125,1,-1,18,-11,137,225,80,14.54948092,-1.1,-0.1815,140.5959473,20.1948185,64.74742
195,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,88,2012-05-09,130,1,0,15,-14,85,382,80,11.15517902,-1.230833333,0.525666667,143.0883789,16.83451462,64.79071369
196,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,88,2013-05-12,132,1,-6,15,-11,100,319,184,9.724783897,-1.1,-0.1815,159.2216797,14.56438732,64.71359292
197,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,88,2014-05-12,132,1,0,17,-9,213,201,76,10.82739353,-0.5175,0.001,155.2941895,14.37735796,64.790969
198,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,89,2012-04-29,120,1,0,18,-15,45,243,52,11.18270016,-1.230833333,0.525666667,134.6669922,18.25474262,65.638527
199,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,89,2013-05-01,121,1,-4,20,-13,51,128,92,12.12339211,-1.1,-0.1815,138.6865234,18.63214302,65.47332223
200,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,90,2007-05-18,138,1,2,19,-17,54,199,36,12.37514591,0.190833333,0.13775,134.3864746,20.46256828,65.03105
201,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,90,2008-05-07,128,1,-2,22,-15,49,161,68,12.56821156,-0.195833333,0.26875,123.7145996,20.27915001,65.03102734
202,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,90,2009-05-09,129,1,-5,18,-15,101,256,48,10.70103502,-1.2925,0.176833333,128.5784912,17.03623009,65.02917
203,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,90,2010-05-06,126,1,0,20,-10,77,194,68,13.25782824,-0.6125,-0.330333333,128.0703125,21.09976482,65.03088017
204,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,90,2011-05-07,127,1,0,20,-12,65,217,60,13.54338837,-0.3125,-1.04275,120.2614746,21.53560638,65.03068112
205,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,90,2012-05-20,141,1,1,18,-14,37,302,72,11.8310132,-1.230833333,0.525666667,138.0063477,18.36139679,65.03055112
206,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,90,2013-05-11,131,1,-4,20,-12,59,152,96,11.95245838,-1.1,-0.1815,134.1904297,18.26078033,65.0315
207,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,91,2005-05-07,127,1,-1,23,-10,77,86,88,11.24626064,0.345,-0.192333333,130.8823853,17.15760136,65.061955
208,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,91,2006-05-17,137,1,-1,20,-16,149,83,48,9.890947342,0.375,-0.37525,129.4274292,17.20907784,65.03102
209,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,92,2008-05-04,125,1,-2,19,-14,62,282,96,13.20039845,-0.195833333,0.26875,128.3723145,19.26463699,65.165222
210,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,93,2007-05-19,139,1,1,15,-16,89,275,52,12.82219076,0.190833333,0.13775,140.9909668,19.23883915,65.12803
211,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,94,2011-05-05,125,1,-1,19,-13,78,333,76,13.67992592,-0.3125,-1.04275,126.1420898,20.62667274,65.061943
212,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,95,2006-04-29,119,1,-1,20,-16,128,89,36,10.69470406,0.375,-0.37525,125.2232666,18.54915237,65.5852
213,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,96,2012-05-03,124,1,0,20,-15,58,284,40,11.55108929,-1.230833333,0.525666667,128.5498047,18.51011467,65.38333
214,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,97,2011-05-08,128,1,-1,16,-11,83,211,64,14.08384132,-0.3125,-1.04275,129.3276367,19.61472702,65.15223
215,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,97,2012-05-03,124,1,-1,15,-15,88,361,60,11.40781498,-1.230833333,0.525666667,138.9384766,16.81549263,65.22283
216,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,97,2013-05-20,140,1,-6,15,-11,102,277,132,11.08411407,-1.1,-0.1815,150.5991211,15.47471905,65.2227044
217,"Yukon-Charley Rivers National Preserve, Alaska, USA",-143.2279622,65.04693702,97,2015-05-11,131,1,-2,14,-8,93,365,72,11.40904617,1.130833333,-0.066666667,141.7768555,16.79592419,65.14648
218,"Gwich'in Natural Resources Board, Northwest Territories, CA",-135.7636667,67.83619667,98,2007-05-22,142,1,-2,13,-23,119,182,104,7.583862782,0.190833333,0.13775,169.6220703,13.39548492,67.8874
219,"Gwich'in Natural Resources Board, Northwest Territories, CA",-135.7636667,67.83619667,99,2007-05-13,133,1,0,20,-21,79,118,76,9.929038048,0.190833333,0.13775,161.5556641,14.40826893,67.75907
220,"Gwich'in Natural Resources Board, Northwest Territories, CA",-135.7636667,67.83619667,100,2007-05-10,130,1,-1,15,-23,104,165,88,8.661948204,0.190833333,0.13775,165.8137207,14.13585854,67.86212
221,"Great Slave Lake, Northwest Territories, CA",-116.1111827,60.88060334,101,2017-04-15,105,1,3,23,-10,89,108,68,12.20559216,1.5425,-0.11425,125.0151367,21.64501095,61.31516425
222,"Great Slave Lake, Northwest Territories, CA",-116.1111827,60.88060334,102,2017-05-04,124,1,3,23,-10,118,150,96,14.18863392,1.5425,-0.11425,118.043457,23.58101463,60.38971842
223,"Great Slave Lake, Northwest Territories, CA",-116.1111827,60.88060334,103,2017-04-16,106,1,3,22,-11,91,102,88,11.15275812,1.5425,-0.11425,126.5952148,21.61351299,61.44428752
224,"Great Slave Lake, Northwest Territories, CA",-116.1111827,60.88060334,104,2016-05-07,128,1,4,22,-11,76,159,64,14.60290289,1.634166667,0.629583333,121.7131348,23.29243946,60.86530692
225,"Great Slave Lake, Northwest Territories, CA",-116.1111827,60.88060334,104,2017-05-11,131,1,3,23,-10,118,152,76,14.55405807,1.5425,-0.11425,121.1665039,23.34378433,60.86528173
226,"Great Slave Lake, Northwest Territories, CA",-116.1111827,60.88060334,105,2016-05-05,126,1,3,21,-12,91,149,64,14.14888287,1.634166667,0.629583333,121.4731445,22.36804199,60.88616595
227,"Great Slave Lake, Northwest Territories, CA",-116.1111827,60.88060334,106,2016-05-02,123,1,5,22,-11,90,174,84,14.53638077,1.634166667,0.629583333,121.4882813,23.20752621,60.3982986
